Index;ThreadID;Time;Severity;Location;Detail;Exception
13 User: undefined;1;2019-01-01 13:36:52.9754;DEBUG;;The index {'UserId'} was not created as the properties are already covered by the index {'UserId', 'RoleId'}.;
14 User: undefined;1;2019-01-01 13:36:52.9754;DEBUG;;No relationship from 'SchoolStaff' to 'SchoolStaffPhone' has been configured by convention because there are multiple properties on one entity type {'SchoolStaffPhones', 'SsPhone'} that could be matched with the properties on the other entity type {'SchoolStaff', 'SchoolStaffPhoneOne'}. This message can be disregarded if explicit configuration has been specified.;
15 User: undefined;1;2019-01-01 13:36:52.9907;DEBUG;;No relationship from 'SchoolStaff' to 'SchoolStaffPhone' has been configured by convention because there are multiple properties on one entity type {'SchoolStaffPhones', 'SsPhone'} that could be matched with the properties on the other entity type {'SchoolStaff', 'SchoolStaffPhoneOne'}. This message can be disregarded if explicit configuration has been specified.;
16 User: undefined;1;2019-01-01 13:36:52.9907;DEBUG;;No relationship from 'SchoolStaff' to 'SchoolStaffPhone' has been configured by convention because there are multiple properties on one entity type {'SchoolStaffPhones', 'SsPhone'} that could be matched with the properties on the other entity type {'SchoolStaff', 'SchoolStaffPhoneOne'}. This message can be disregarded if explicit configuration has been specified.;
17 User: undefined;1;2019-01-01 13:36:53.0241;DEBUG;;The index {'SchoolStaffId'} was not created as the properties are already covered by the index {'SchoolStaffId', 'SubjectId'}.;
18 User: undefined;1;2019-01-01 13:36:53.0241;DEBUG;;The index {'SchoolStaffId'} was not created as the properties are already covered by the index {'SchoolStaffId', 'ProfessionId'}.;
19 User: undefined;1;2019-01-01 13:36:53.1993;INFO;;Entity Framework Core 2.1.4-rtm-31024 initialized 'ApplicationDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer' with options: None;
20 User: undefined;1;2019-01-01 13:36:53.2493;DEBUG;;Migrating using database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
21 User: undefined;1;2019-01-01 13:36:53.2572;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
22 User: undefined;1;2019-01-01 13:36:53.4662;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
23 User: undefined;1;2019-01-01 13:36:53.4662;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
24 User: undefined;1;2019-01-01 13:36:53.4662;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
25 User: undefined;1;2019-01-01 13:36:53.4750;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
26 User: undefined;1;2019-01-01 13:36:53.4750;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
27 User: undefined;1;2019-01-01 13:36:53.4750;DEBUG;;"Executing DbCommand [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
28 User: undefined;1;2019-01-01 13:36:53.4988;INFO;;"Executed DbCommand (15ms) [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
29 User: undefined;1;2019-01-01 13:36:53.4988;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
30 User: undefined;1;2019-01-01 13:36:53.4988;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
31 User: undefined;1;2019-01-01 13:36:53.4988;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
32 User: undefined;1;2019-01-01 13:36:53.4988;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
33 User: undefined;1;2019-01-01 13:36:53.4988;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
34 User: undefined;1;2019-01-01 13:36:53.4988;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
35 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
36 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
37 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;"Executing DbCommand [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
38 User: undefined;1;2019-01-01 13:36:53.5056;INFO;;"Executed DbCommand (2ms) [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
39 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
40 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
41 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
42 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
43 User: undefined;1;2019-01-01 13:36:53.5056;DEBUG;;"Executing DbCommand [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT [MigrationId], [ProductVersion]
FROM [__EFMigrationsHistory]
ORDER BY [MigrationId];";
44 User: undefined;1;2019-01-01 13:36:53.5215;INFO;;"Executed DbCommand (3ms) [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT [MigrationId], [ProductVersion]
FROM [__EFMigrationsHistory]
ORDER BY [MigrationId];";
45 User: undefined;1;2019-01-01 13:36:53.5215;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
46 User: undefined;1;2019-01-01 13:36:53.5215;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-JEJ8M0I\SQLEXPRESS'.;
47 User: undefined;1;2019-01-01 13:36:53.5215;DEBUG;;A data reader was disposed.;
48 User: undefined;1;2019-01-01 13:36:53.5215;INFO;;No migrations were applied. The database is already up to date.;
49 User: undefined;1;2019-01-01 13:36:53.5215;DEBUG;;'ApplicationDbContext' disposed.;
50 User: undefined;1;2019-01-01 13:36:53.5445;DEBUG;;Hosting starting;
51 User: undefined;1;2019-01-01 13:36:53.6679;INFO;;User profile is available. Using 'C:\Users\Sergey\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.;
52 User: undefined;1;2019-01-01 13:36:53.6679;DEBUG;;Reading data from file 'C:\Users\Sergey\AppData\Local\ASP.NET\DataProtection-Keys\key-44a00621-f50f-42cb-9952-48fe447a702d.xml'.;
53 User: undefined;1;2019-01-01 13:36:53.6888;DEBUG;;Found key {44a00621-f50f-42cb-9952-48fe447a702d}.;
54 User: undefined;1;2019-01-01 13:36:53.7056;DEBUG;;Considering key {44a00621-f50f-42cb-9952-48fe447a702d} with expiration date 2019-02-11 15:02:03Z as default key.;
55 User: undefined;1;2019-01-01 13:36:53.7853;DEBUG;;Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=2.1.1.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60;
56 User: undefined;1;2019-01-01 13:36:53.7870;DEBUG;;Decrypting secret element using Windows DPAPI.;
57 User: undefined;1;2019-01-01 13:36:53.7870;DEBUG;;Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=2.1.1.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60;
58 User: undefined;1;2019-01-01 13:36:53.7870;DEBUG;;Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC.;
59 User: undefined;1;2019-01-01 13:36:53.7870;DEBUG;;Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC.;
60 User: undefined;1;2019-01-01 13:36:53.7870;DEBUG;;Using key {44a00621-f50f-42cb-9952-48fe447a702d} as the default key.;
61 User: undefined;1;2019-01-01 13:36:53.7870;DEBUG;;Key ring with default key {44a00621-f50f-42cb-9952-48fe447a702d} was loaded during application startup.;
62 User: undefined;1;2019-01-01 13:36:53.9847;DEBUG;;Registered SignalR Protocol: json, implemented by Microsoft.AspNetCore.SignalR.Protocol.JsonHubProtocol.;
63 User: undefined;1;2019-01-01 13:36:54.0169;TRACE;;'AppHub' hub method 'Initialize' is bound.;
64 User: undefined;1;2019-01-01 13:36:54.0252;TRACE;;'AppHub' hub method 'NotifyAll' is bound.;
65 User: undefined;1;2019-01-01 13:36:54.1142;DEBUG;;Compatibility switch AllowInputFormatterExceptionMessages in type MvcJsonOptions is using compatibility value True for version Version_2_1;
66 User: undefined;1;2019-01-01 13:36:54.1780;DEBUG;;Compatibility switch AllowCombiningAuthorizeFilters in type MvcOptions is using compatibility value True for version Version_2_1;
67 User: undefined;1;2019-01-01 13:36:54.1780;DEBUG;;Compatibility switch AllowBindingHeaderValuesToNonStringModelTypes in type MvcOptions is using compatibility value True for version Version_2_1;
68 User: undefined;1;2019-01-01 13:36:54.1780;DEBUG;;Compatibility switch AllowValidatingTopLevelNodes in type MvcOptions is using compatibility value True for version Version_2_1;
69 User: undefined;1;2019-01-01 13:36:54.1780;DEBUG;;Compatibility switch InputFormatterExceptionPolicy in type MvcOptions is using compatibility value MalformedInputExceptions for version Version_2_1;
70 User: undefined;1;2019-01-01 13:36:54.1780;DEBUG;;Compatibility switch SuppressBindingUndefinedValueToEnumType in type MvcOptions is using compatibility value True for version Version_2_1;
71 User: undefined;1;2019-01-01 13:36:54.1937;DEBUG;;Compatibility switch AllowAreas in type RazorPagesOptions is using compatibility value True for version Version_2_1;
72 User: undefined;1;2019-01-01 13:36:54.1937;DEBUG;;Compatibility switch AllowMappingHeadRequestsToGetHandler in type RazorPagesOptions is using compatibility value True for version Version_2_1;
73 User: undefined;1;2019-01-01 13:36:54.2380;DEBUG;;Compatibility switch SuppressTempDataAttributePrefix in type MvcViewOptions is using compatibility value True for version Version_2_1;
74 User: undefined;1;2019-01-01 13:36:54.2602;DEBUG;;Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexTypeModelBinderProvider;
1 User: undefined;1;2019-01-01 13:36:54.3716;DEBUG;;Failed to locate the development https certificate at '(null)'.;
2 User: undefined;1;2019-01-01 13:36:54.4210;TRACE;;Starting connection heartbeat.;
3 User: undefined;1;2019-01-01 13:36:54.4291;DEBUG;;Hosting started;
4 User: undefined;1;2019-01-01 13:36:54.4291;DEBUG;;Loaded hosting startup assembly Presentation;
5 User: undefined;1;2019-01-01 13:36:54.4291;DEBUG;;Loaded hosting startup assembly Microsoft.AspNetCore.Server.IISIntegration;
6 User: undefined;3;2019-01-01 13:36:54.5451;DEBUG;;"Connection id ""0HLJFQK65CLIC"" started.";
7 User: undefined;4;2019-01-01 13:36:54.6547;DEBUG;;"Connection id ""0HLJFQK65CLID"" started.";
8 User: undefined;7;2019-01-01 13:36:54.6768;INFO;;Request starting HTTP/1.1 DEBUG http://localhost:7053/  0;
9 User: undefined;6;2019-01-01 13:36:54.6768;INFO;;Request starting HTTP/1.1 GET http://localhost:44360/  ;
10 User: undefined;7;2019-01-01 13:36:54.6814;DEBUG;;Wildcard detected, all requests with hosts will be allowed.;
11 User: undefined;6;2019-01-01 13:36:54.6814;DEBUG;;Wildcard detected, all requests with hosts will be allowed.;
12 User: undefined;6;2019-01-01 13:36:54.6814;TRACE;;All hosts are allowed.;
13 User: undefined;7;2019-01-01 13:36:54.6814;TRACE;;All hosts are allowed.;
14 User: undefined;7;2019-01-01 13:36:54.7334;DEBUG;;"Connection id ""0HLJFQK65CLID"" completed keep alive response.";
15 User: undefined;7;2019-01-01 13:36:54.7566;INFO;;Request finished in 60.2166ms 200 ;
16 User: undefined;6;2019-01-01 13:36:54.7566;DEBUG;;The request path / does not match a supported file type;
17 User: undefined;6;2019-01-01 13:36:54.7951;DEBUG;;Request did not match any routes.;
18 User: undefined;6;2019-01-01 13:36:54.8138;DEBUG;;The request path  does not match the path filter;
19 User: undefined;6;2019-01-01 13:36:54.9223;DEBUG;;AuthenticationScheme: Identity.Application was not authenticated.;
20 User: undefined;6;2019-01-01 13:36:55.2485;DEBUG;;Request successfully matched the route with name 'default' and template '{controller=SchoolStaff}/{action=Index}/{id?}'.;
21 User: undefined;6;2019-01-01 13:36:55.2730;INFO;;"Route matched with {action = ""Index"", controller = ""SchoolStaff"", page = """", area = """"}. Executing action Presentation.Controllers.SchoolStaffController.Index (Presentation)";
22 User: undefined;6;2019-01-01 13:36:55.2730;DEBUG;;Execution plan of authorization filters (in the following order): Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter;
23 User: undefined;6;2019-01-01 13:36:55.2730;DEBUG;;Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
24 User: undefined;6;2019-01-01 13:36:55.2730;DEBUG;;Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.Internal.ControllerActionFilter (Order: -2147483648), Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter;
25 User: undefined;6;2019-01-01 13:36:55.2730;DEBUG;;Execution plan of exception filters (in the following order): None;
26 User: undefined;6;2019-01-01 13:36:55.2730;DEBUG;;Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
27 User: undefined;6;2019-01-01 13:36:55.2730;TRACE;;Authorization Filter: Before executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
28 User: undefined;6;2019-01-01 13:36:55.3031;INFO;;Authorization failed.;
29 User: undefined;6;2019-01-01 13:36:55.3031;TRACE;;Authorization Filter: After executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
30 User: undefined;6;2019-01-01 13:36:55.3031;INFO;;Authorization failed for the request at filter 'Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter'.;
31 User: undefined;6;2019-01-01 13:36:55.3031;TRACE;;Before executing action result Microsoft.AspNetCore.Mvc.ChallengeResult.;
32 User: undefined;6;2019-01-01 13:36:55.3180;INFO;;Executing ChallengeResult with authentication schemes ().;
33 User: undefined;6;2019-01-01 13:36:55.3180;INFO;;AuthenticationScheme: Identity.Application was challenged.;
34 User: undefined;6;2019-01-01 13:36:55.3180;TRACE;;After executing action result Microsoft.AspNetCore.Mvc.ChallengeResult.;
35 User: undefined;6;2019-01-01 13:36:55.3367;INFO;;Executed action Presentation.Controllers.SchoolStaffController.Index (Presentation) in 51.0048ms;
36 User: undefined;6;2019-01-01 13:36:55.3367;INFO;;Entity Framework Core 2.1.4-rtm-31024 initialized 'ApplicationDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer' with options: None;
37 User: undefined;6;2019-01-01 13:36:55.3618;DEBUG;;SaveChanges starting for 'ApplicationDbContext'.;
38 User: undefined;6;2019-01-01 13:36:55.3618;DEBUG;;DetectChanges starting for 'ApplicationDbContext'.;
39 User: undefined;6;2019-01-01 13:36:55.3667;DEBUG;;DetectChanges completed for 'ApplicationDbContext'.;
40 User: undefined;6;2019-01-01 13:36:55.3667;DEBUG;;SaveChanges completed for 'ApplicationDbContext' with 0 entities written to the database.;
41 User: undefined;6;2019-01-01 13:36:55.3815;DEBUG;;"Connection id ""0HLJFQK65CLIC"" completed keep alive response.";
42 User: undefined;6;2019-01-01 13:36:55.3815;DEBUG;;'ApplicationDbContext' disposed.;
43 User: undefined;6;2019-01-01 13:36:55.3815;INFO;;Request finished in 714.2619ms 302 ;
44 User: undefined;6;2019-01-01 13:36:55.3815;INFO;;Request starting HTTP/1.1 GET http://localhost:44360/Identity/Account/Login?ReturnUrl=%2F  ;
45 User: undefined;6;2019-01-01 13:36:55.3815;TRACE;;All hosts are allowed.;
46 User: undefined;6;2019-01-01 13:36:55.3969;DEBUG;;The request path /Identity/Account/Login does not match a supported file type;
47 User: undefined;6;2019-01-01 13:36:55.3969;DEBUG;;Request did not match any routes.;
48 User: undefined;6;2019-01-01 13:36:55.3969;DEBUG;;The request path  does not match the path filter;
49 User: undefined;6;2019-01-01 13:36:55.3969;DEBUG;;AuthenticationScheme: Identity.Application was not authenticated.;
50 User: undefined;6;2019-01-01 13:36:55.3969;DEBUG;;Request successfully matched the route with name '(null)' and template 'Identity/Account/Login'.;
51 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/AccessDenied.cshtml'.;
52 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ConfirmEmail.cshtml'.;
53 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ExternalLogin.cshtml'.;
54 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ForgotPassword.cshtml'.;
55 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ForgotPasswordConfirmation.cshtml'.;
56 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Lockout.cshtml'.;
57 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Login.cshtml'.;
58 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/LoginWith2fa.cshtml'.;
59 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/LoginWithRecoveryCode.cshtml'.;
60 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Logout.cshtml'.;
61 User: undefined;15;2019-01-01 13:36:55.4114;TRACE;;Scanning connections.;
62 User: undefined;6;2019-01-01 13:36:55.4114;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/DeletePersonalData.cshtml'.;
63 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/DownloadPersonalData.cshtml'.;
64 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/PersonalData.cshtml'.;
65 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_Layout.cshtml'.;
66 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ManageNav.cshtml'.;
67 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_StatusMessage.cshtml'.;
68 User: undefined;15;2019-01-01 13:36:55.4273;TRACE;;Scanned connections in 00:00:00.0060745.;
69 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Manage/_ViewImports.cshtml'.;
70 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/Register.cshtml'.;
71 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ResetPassword.cshtml'.;
72 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/ResetPasswordConfirmation.cshtml'.;
73 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Account/_ViewImports.cshtml'.;
74 User: undefined;6;2019-01-01 13:36:55.4273;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/Error.cshtml'.;
75 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ValidationScriptsPartial.cshtml'.;
76 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ViewImports.cshtml'.;
77 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Areas/Identity/Pages/_ViewStart.cshtml'.;
78 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Create.cshtml'.;
79 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Delete.cshtml'.;
80 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Details.cshtml'.;
81 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Edit.cshtml'.;
82 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/Index.cshtml'.;
83 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Administration/LinkSchoolStaffAdministration.cshtml'.;
84 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/About.cshtml'.;
85 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/Contact.cshtml'.;
86 User: undefined;6;2019-01-01 13:36:55.4433;DEBUG;;Initializing Razor view compiler with compiled view: '/Views/Home/Index.cshtml'.;
